Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.38;0.04;-0.01;-1.04;-0.01
1;0.00;0.47;0.08;-0.01;-1.04;-0.02
2;0.00;0.48;0.12;-0.00;-1.04;-0.01
3;0.00;0.36;0.12;-0.01;-1.04;-0.01
4;0.00;0.26;0.12;-0.01;-1.04;-0.01
5;0.00;0.47;0.12;-0.01;-1.04;-0.02
6;0.00;0.53;0.12;-0.01;-1.04;-0.01
7;0.00;0.23;0.12;-0.01;-1.04;-0.01
8;0.00;0.35;0.12;-0.00;-1.04;-0.01
9;0.00;0.71;0.12;-0.01;-1.04;-0.01
10;0.00;0.45;0.12;-0.01;-1.04;-0.02
11;0.00;0.39;0.12;-0.01;-1.04;-0.01
12;0.00;0.49;0.12;-0.01;-1.04;-0.02
13;0.00;0.56;0.12;-0.01;-1.04;-0.01
14;0.00;0.62;0.12;-0.01;-1.03;-0.01
15;0.00;0.72;0.12;-0.00;-1.04;-0.01
16;0.00;0.75;0.12;-0.01;-1.04;-0.02
17;0.00;0.45;0.12;-0.01;-1.04;-0.02
18;0.00;0.30;0.12;-0.01;-1.04;-0.01
19;0.00;0.33;0.12;-0.01;-1.04;-0.01
20;0.00;0.36;0.12;-0.01;-1.04;-0.01
21;0.00;0.45;0.12;-0.01;-1.04;-0.01
22;0.00;0.32;0.12;-0.01;-1.04;-0.02
23;0.00;0.25;0.12;-0.01;-1.04;-0.02
24;0.00;0.38;0.12;-0.01;-1.04;-0.01
25;0.00;0.28;0.12;-0.01;-1.04;-0.02
26;0.00;0.33;0.12;-0.01;-1.03;-0.01
27;0.00;0.39;0.12;-0.01;-1.04;-0.01
28;0.00;0.46;0.12;-0.01;-1.05;-0.02
29;0.00;0.39;0.12;-0.01;-1.04;-0.01
30;0.00;0.39;0.12;-0.01;-1.04;-0.01
31;0.00;0.29;0.12;-0.01;-1.04;-0.01
32;0.00;0.18;0.12;-0.01;-1.04;-0.02
33;0.00;0.40;0.12;-0.01;-1.04;-0.01
34;0.00;0.36;0.12;-0.01;-1.04;-0.02
35;0.00;0.25;0.12;-0.01;-1.04;-0.01
36;0.00;0.41;0.12;-0.01;-1.04;-0.01
37;0.00;0.53;0.12;-0.01;-1.03;-0.01
38;0.00;0.55;0.12;-0.01;-1.04;-0.03
39;0.00;0.36;0.12;-0.01;-1.04;-0.01
40;0.00;0.38;0.12;-0.01;-1.05;-0.02
41;0.00;0.32;0.12;-0.01;-1.04;-0.01
42;0.00;0.28;0.12;-0.01;-1.04;-0.01
43;0.00;0.40;0.12;-0.01;-1.04;-0.02
44;0.00;0.49;0.12;-0.01;-1.04;-0.01
45;0.00;0.45;0.12;-0.01;-1.04;-0.02
46;0.00;0.26;0.12;-0.00;-1.04;-0.01
47;0.00;0.40;0.12;-0.01;-1.04;-0.01
48;0.00;0.37;0.12;-0.01;-1.04;-0.01
49;0.00;0.37;0.12;-0.01;-1.04;-0.01
50;0.00;0.36;0.12;-0.01;-1.04;-0.01
51;0.00;0.35;0.12;-0.01;-1.04;-0.01
52;0.00;0.55;0.12;-0.01;-1.04;-0.01
53;0.00;0.21;0.12;-0.01;-1.04;-0.01
54;0.00;0.12;0.12;-0.01;-1.04;-0.02
55;0.00;0.06;0.12;-0.01;-1.04;-0.01
56;0.00;0.12;0.12;-0.01;-1.05;-0.02
57;0.00;0.24;0.12;-0.01;-1.04;-0.02
58;0.00;0.22;0.12;-0.01;-1.04;-0.02
59;0.00;0.36;0.12;-0.01;-1.04;-0.01
60;0.00;0.24;0.12;-0.01;-1.04;-0.02
61;0.00;0.29;0.12;-0.01;-1.04;-0.01
62;0.00;0.17;0.12;-0.01;-1.04;-0.02
63;0.00;0.27;0.12;-0.01;-1.05;-0.01
64;0.00;0.45;0.12;-0.01;-1.04;-0.01
65;0.00;0.42;0.12;-0.01;-1.04;-0.01
66;0.00;0.28;0.12;-0.01;-1.04;-0.01
67;0.00;0.29;0.12;-0.02;-1.03;-0.01
68;0.00;0.39;0.12;-0.01;-1.04;-0.01
69;0.00;0.29;0.12;-0.01;-1.04;-0.01
70;0.00;0.26;0.12;-0.01;-1.04;-0.01
71;0.00;0.26;0.12;-0.01;-1.04;-0.01
72;0.00;0.26;0.12;-0.01;-1.04;-0.01
73;0.00;0.22;0.12;-0.00;-1.03;-0.01
74;0.00;0.20;0.12;-0.01;-1.04;-0.02
75;0.00;0.30;0.12;-0.01;-1.04;-0.02
76;0.00;0.15;0.12;-0.01;-1.04;-0.01
77;0.00;0.31;0.12;-0.01;-1.04;-0.02
78;0.00;0.23;0.12;-0.01;-1.04;-0.00
79;40.00;-0.00;0.12;-0.01;-1.04;-0.01
80;45.00;0.11;0.12;-0.01;-1.04;-0.01
81;50.00;0.25;0.12;-0.01;-1.04;-0.01
82;55.00;0.30;0.12;-0.01;-1.04;-0.01
83;60.00;0.27;0.12;-0.01;-1.04;-0.01
84;65.00;0.25;0.12;-0.01;-1.03;-0.01
85;70.00;0.21;0.12;-0.01;-1.04;-0.02
86;75.00;0.18;0.12;-0.01;-1.04;-0.01
87;80.00;0.27;0.12;-0.01;-1.04;-0.02
88;85.00;0.33;0.12;-0.01;-1.04;-0.01
89;90.00;0.32;0.12;-0.01;-1.04;-0.02
90;95.00;0.30;0.12;-0.01;-1.03;-0.01
91;100.00;0.02;0.12;-0.01;-1.04;-0.01
92;105.00;-0.02;0.12;-0.00;-1.04;-0.00
93;110.00;0.09;0.12;-0.01;-1.04;-0.02
94;115.00;0.08;0.12;-0.01;-1.04;-0.01
95;120.00;0.25;0.12;-0.01;-1.04;-0.01
96;125.00;0.28;0.12;-0.01;-1.04;-0.01
97;130.00;0.27;0.12;-0.01;-1.04;-0.01
98;135.00;0.20;0.12;-0.01;-1.04;-0.02
99;140.00;0.25;0.12;-0.01;-1.04;-0.02
100;140.00;0.20;0.12;-0.01;-1.05;-0.02
101;135.00;0.08;0.12;-0.00;-1.04;-0.02
102;130.00;0.14;0.12;-0.01;-1.04;-0.01
103;125.00;0.22;0.12;-0.01;-1.04;-0.01
104;120.00;0.35;0.12;-0.01;-1.05;-0.01
105;115.00;0.41;0.12;-0.01;-1.04;-0.02
106;110.00;0.35;0.12;-0.01;-1.04;-0.01
107;105.00;0.22;0.12;-0.01;-1.04;-0.01
108;100.00;0.32;0.12;-0.01;-1.04;-0.01
109;95.00;0.52;0.12;-0.01;-1.04;-0.01
110;90.00;0.40;0.12;-0.00;-1.04;-0.01
111;85.00;0.34;0.12;-0.01;-1.04;-0.02
112;80.00;0.40;0.12;-0.01;-1.04;-0.01
113;75.00;0.36;0.12;-0.01;-1.03;-0.01
114;70.00;0.25;0.12;-0.01;-1.04;-0.01
115;65.00;0.23;0.12;-0.01;-1.04;-0.01
116;60.00;0.19;0.12;-0.01;-1.04;-0.01
117;55.00;0.17;0.12;-0.01;-1.04;-0.01
118;50.00;0.20;0.12;-0.01;-1.04;-0.02
