Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0;1895584.00;0;0.16;-0.01;-1.00;0.00
1;100;1981656.00;0;0.24;0.00;-0.98;0.00
2;100;2067780.00;0;0.24;0.00;-1.00;0.00
3;0;2153860.00;0;0.24;-0.00;-1.01;0.00
4;100;2239960.00;0;0.24;-0.00;-1.00;0.00
5;0;2326052.00;0;0.24;0.00;-1.00;0.00
6;100;2412140.00;0;0.24;0.00;-1.00;0.00
7;0;2498236.00;0;0.20;-0.00;-1.00;0.00
8;100;2584328.00;0;0.20;-0.00;-1.00;0.00
9;0;2670408.00;0;0.20;-0.00;-1.00;0.00
10;100;2756532.00;0;0.24;-0.00;-1.00;0.00
11;0;2842616.00;0;0.24;-0.00;-1.00;0.00
12;100;2928700.00;0;0.24;-0.00;-1.00;0.00
13;0;3014792.00;0;0.24;-0.00;-1.00;0.00
14;100;3100888.00;0;0.20;-0.00;-1.00;0.00
15;0;3186988.00;0;0.20;-0.00;-1.00;0.00
16;100;3273076.00;0;0.16;0.00;-1.00;0.01
17;0;3359168.00;0;0.20;-0.00;-1.00;0.01
18;100;3445260.00;0;0.20;0.00;-1.00;0.00
19;0;3531360.00;0;0.24;-0.00;-1.00;0.00
20;100;3617464.00;0;0.24;0.00;-1.00;0.00
21;0;3703552.00;0;0.24;-0.00;-1.00;0.00
22;100;3789640.00;0;0.24;0.00;-1.00;0.00
23;0;3875740.00;0;0.24;0.00;-1.00;0.00
24;0;3961832.00;1;0.24;0.00;-1.00;0.00
25;0;4047932.00;0;0.24;-0.00;-1.00;0.01
26;0;4134020.00;1;0.24;-0.00;-1.00;0.00
27;0;4220112.00;1;0.24;0.00;-0.99;0.01
28;0;4306200.00;0;0.24;0.01;-0.99;0.00
29;0;4392312.00;0;0.24;0.00;-1.02;0.00
30;0;4478416.00;0;0.24;-0.00;-1.03;0.01
31;0;4564496.00;1;0.24;-0.01;-1.00;0.00
32;0;4650596.00;1;0.24;-0.01;-0.97;0.00
33;0;4736708.00;0;0.24;0.01;-0.97;0.00
34;0;4822788.00;0;0.24;-0.00;-1.00;0.00
35;0;4908892.00;0;0.20;-0.00;-1.00;0.00
36;0;4994984.00;0;0.20;-0.00;-1.00;0.00
37;0;5081072.00;0;0.20;0.00;-0.99;0.00
38;0;5167180.00;0;0.24;0.00;-1.00;0.00
39;0;5253288.00;0;0.20;-0.00;-1.00;0.00
40;0;5339384.00;0;0.20;-0.00;-1.01;0.00
41;0;5425484.00;0;0.16;0.00;-1.00;0.00
42;0;5511568.00;0;0.20;0.00;-0.99;0.00
43;0;5597700.00;0;0.16;0.00;-1.00;0.01
44;0;5683776.00;0;0.20;-0.00;-1.00;0.00
45;0;5769872.00;0;0.20;0.00;-1.00;0.00
46;0;5855976.00;0;0.24;-0.00;-1.00;0.00
47;0;5942056.00;0;0.20;-0.00;-1.00;0.00
48;0;6028168.00;0;0.20;0.00;-1.00;0.00
49;0;6114248.00;1;0.20;-0.00;-1.00;0.00
50;100;6200356.00;0;0.48;-0.00;-1.05;0.11
51;0;6286464.00;3;0.44;0.09;-1.01;0.05
52;100;6372560.00;14;3.33;-0.83;-1.03;0.17
53;0;6458656.00;68;3.09;0.14;-0.88;0.04
54;100;6544744.00;186;7.08;1.20;-0.92;0.26
55;100;6716992.00;281;8.05;-1.51;-1.53;0.26
56;0;6803064.00;286;4.06;-0.47;-0.91;0.04
57;100;6975260.00;244;4.72;-0.85;-1.28;0.07
58;0;7061352.00;192;4.76;0.82;-0.92;0.04
59;0;7147472.00;303;4.76;-0.21;-1.01;0.02
60;100;7233556.00;227;4.19;-1.39;-0.80;0.14
61;0;7319664.00;181;4.15;0.36;-1.00;0.10
62;100;7405760.00;261;7.36;-1.50;-1.37;0.01
63;0;7491868.00;238;3.37;0.14;-1.06;0.21
64;100;7577976.00;302;6.67;-0.16;-1.06;0.15
65;0;7664044.00;292;3.45;0.36;-0.99;0.01
66;100;7750168.00;355;7.03;-1.40;-1.67;0.18
67;0;7836292.00;307;3.74;0.01;-1.01;0.08
68;100;7922368.00;327;7.89;-0.73;-1.50;0.07
69;0;8008452.00;264;4.31;0.35;-0.98;0.16
70;0;8094572.00;311;4.35;-0.15;-1.02;0.20
71;0;8180648.00;217;0.20;0.18;-1.09;0.06
