Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;5669112.00;0.36;0.24;0.00;-0.99;0.00
1;0.00;5755228.00;0.41;0.24;0.00;-1.00;0.00
2;0.00;5841348.00;0.65;0.24;0.00;-1.00;0.00
3;0.00;5927432.00;0.72;0.24;0.00;-0.99;0.00
4;1.00;6013548.00;0.49;0.24;0.00;-1.00;0.00
5;2.00;6099672.00;0.22;0.32;-0.00;-1.01;0.03
6;3.00;6185772.00;0.44;0.44;0.00;-1.00;0.00
7;4.00;6271900.00;1.86;0.52;-0.02;-1.00;0.03
8;5.00;6358004.00;5.46;0.52;-0.01;-1.02;0.00
9;6.00;6444104.00;9.39;0.48;-0.21;-1.03;0.04
10;7.00;6530196.00;13.97;0.52;0.12;-0.97;0.06
11;8.00;6616304.00;19.25;0.61;0.09;-0.98;0.13
12;9.00;6702424.00;24.73;0.65;0.09;-0.98;0.07
13;10.00;6788512.00;30.13;0.69;0.04;-0.98;0.09
14;11.00;6874616.00;35.13;0.73;0.05;-0.98;0.00
15;12.00;6960732.00;40.23;0.77;-0.17;-0.96;0.08
16;13.00;7046840.00;46.32;0.85;0.08;-0.91;0.01
17;14.00;7132956.00;53.01;0.85;0.17;-1.12;0.02
18;15.00;7219048.00;59.39;0.97;-0.04;-0.93;0.10
19;16.00;7305168.00;65.80;1.01;-0.28;-0.98;0.06
20;17.00;7391268.00;73.69;1.18;-0.12;-0.97;0.05
21;18.00;7477372.00;81.69;1.30;0.04;-0.60;0.00
22;19.00;7563488.00;90.08;1.42;-0.28;-0.88;0.02
23;20.00;7649604.00;99.54;1.50;0.08;-1.04;0.05
24;21.00;7735704.00;107.01;1.74;0.25;-0.85;0.07
25;22.00;7821824.00;115.64;1.87;-0.27;-1.10;0.03
26;23.00;7907924.00;127.22;2.11;0.12;-0.73;0.05
27;24.00;7994040.00;137.65;2.19;-0.39;-1.31;0.08
28;25.00;8080148.00;145.28;2.40;-0.22;-1.34;0.00
29;26.00;8166264.00;154.28;2.60;-0.39;-1.45;0.03
30;27.00;8252360.00;165.88;2.68;-0.09;-1.18;0.06
31;28.00;8338468.00;177.53;2.80;0.43;-0.43;0.11
32;29.00;8424588.00;187.80;2.76;0.26;-1.23;0.00
33;30.00;8510696.00;196.64;3.13;-0.32;-1.59;0.15
34;31.00;8596800.00;207.29;3.41;-0.16;-1.73;0.11
35;32.00;8682884.00;220.27;3.74;0.80;-0.35;0.08
36;33.00;8769008.00;234.48;4.02;-0.69;-1.40;0.03
37;34.00;8855104.00;246.87;4.27;0.33;-0.27;0.04
38;35.00;8941204.00;256.41;4.51;0.93;-0.44;0.02
39;36.00;9027316.00;269.60;4.80;0.65;-0.49;0.05
40;37.00;9113432.00;283.31;5.16;-0.98;-1.30;0.03
41;38.00;9199528.00;297.19;5.81;0.99;-1.15;0.00
