Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;9215464.00;0.26;0.24;-0.00;-1.00;0.00
1;0.00;9301556.00;0.26;0.24;-0.00;-1.00;0.00
2;0.00;9387672.00;0.35;0.24;0.00;-1.00;0.00
3;0.00;9473772.00;0.31;0.24;0.00;-1.00;0.00
4;0.00;9559876.00;0.28;0.24;0.00;-0.99;0.00
5;0.00;9645992.00;0.37;0.24;0.00;-1.00;0.00
6;0.00;9732092.00;0.44;0.24;0.00;-1.00;0.00
7;0.00;9818228.00;0.40;0.24;0.00;-1.00;0.00
8;0.00;9904304.00;0.60;0.24;0.00;-1.00;0.00
9;0.00;9990412.00;0.51;0.24;0.00;-1.00;0.00
10;0.00;10076536.00;0.53;0.24;-0.00;-1.00;0.00
11;0.00;10162620.00;0.52;0.24;-0.00;-1.00;0.00
12;0.00;10248724.00;0.39;0.24;0.00;-0.99;0.00
13;0.00;10334844.00;0.17;0.24;0.00;-1.00;0.00
14;0.00;10420952.00;0.27;0.24;-0.00;-0.99;0.00
15;0.00;10507064.00;0.25;0.24;0.00;-1.00;0.00
16;0.00;10593164.00;0.11;0.24;0.00;-1.00;0.00
17;0.00;10679272.00;0.38;0.24;0.00;-1.00;0.00
18;0.00;10765384.00;0.52;0.24;-0.00;-1.00;0.00
19;0.00;10851488.00;0.43;0.24;0.00;-1.01;0.00
20;0.00;10937588.00;0.45;0.24;0.00;-0.99;0.00
21;0.00;11023700.00;0.40;0.24;0.00;-1.00;0.00
22;0.00;11109804.00;0.29;0.24;0.00;-1.00;0.00
23;0.00;11195920.00;0.15;0.24;0.00;-1.00;0.00
24;0.00;11282028.00;0.39;0.24;-0.00;-1.01;0.00
25;0.00;11368128.00;0.29;0.24;0.00;-1.00;0.00
26;0.00;11454236.00;0.34;0.24;0.00;-1.00;0.00
27;0.00;11540340.00;0.58;0.24;-0.00;-1.00;0.00
28;0.00;11626456.00;0.51;0.24;-0.00;-1.00;0.00
29;0.00;11712560.00;0.38;0.24;-0.00;-0.99;0.00
30;0.00;11798700.00;0.43;0.28;0.00;-1.00;0.00
31;0.00;11884796.00;0.27;0.28;0.00;-1.00;0.00
32;0.00;11970912.00;0.36;0.28;0.00;-1.00;0.00
33;0.00;12057016.00;0.43;0.24;0.00;-1.00;0.00
34;0.00;12143144.00;0.45;0.24;0.00;-0.99;0.00
35;0.00;12229264.00;0.27;0.24;-0.00;-1.00;0.00
36;0.00;12315364.00;0.15;0.24;0.00;-0.99;0.00
37;0.00;12401484.00;0.24;0.24;0.00;-1.00;0.00
38;0.00;12487600.00;0.27;0.28;0.00;-1.00;0.00
39;0.00;12573712.00;0.32;0.28;0.00;-1.00;0.00
40;0.00;12659820.00;0.30;0.28;0.00;-1.00;0.00
41;0.00;12745932.00;0.27;0.24;0.00;-1.00;0.00
42;0.00;12832048.00;0.04;0.24;0.00;-1.00;0.00
43;0.00;12918164.00;0.17;0.24;-0.00;-1.00;0.00
44;0.00;13004268.00;0.41;0.24;-0.00;-1.00;0.00
45;0.00;13090384.00;0.45;0.24;0.00;-1.00;0.00
46;0.00;13176508.00;0.24;0.24;-0.00;-1.00;0.00
47;0.00;13262600.00;0.17;0.24;0.00;-0.99;0.00
48;0.00;13348732.00;0.21;0.24;-0.00;-1.00;0.00
49;0.00;13434848.00;0.30;0.24;0.00;-1.00;0.00
50;0.00;13520964.00;0.29;0.24;0.00;-0.99;0.00
51;0.00;13607084.00;0.28;0.24;-0.00;-0.99;0.00
52;0.00;13693228.00;0.40;0.24;-0.00;-1.00;0.00
53;0.00;13779352.00;0.48;0.28;0.00;-1.00;0.00
54;0.00;13865460.00;0.35;0.28;0.00;-0.99;0.00
55;0.00;13951576.00;0.29;0.28;-0.00;-0.99;0.00
56;0.00;14037716.00;0.40;0.24;0.00;-1.00;0.00
57;0.00;14123828.00;0.43;0.24;-0.00;-0.99;0.00
58;0.00;14209956.00;0.31;0.24;0.00;-0.99;0.00
59;0.00;14296092.00;0.29;0.24;0.00;-1.00;0.00
60;0.00;14382216.00;0.32;0.24;0.00;-1.00;0.00
61;0.00;14468340.00;0.15;0.24;0.00;-1.00;0.00
62;0.00;14554460.00;0.47;0.24;0.00;-1.00;0.00
63;0.00;14726692.00;0.38;0.24;0.00;-0.99;0.00
64;0.00;14812828.00;0.27;0.24;-0.00;-1.00;0.00
65;0.00;14898984.00;0.34;0.24;0.00;-1.00;0.00
66;0.00;14985072.00;0.50;0.24;0.00;-1.00;0.00
67;0.00;15071180.00;0.35;0.24;-0.00;-1.00;0.00
68;0.00;15157332.00;0.34;0.24;0.00;-1.00;0.00
69;0.00;15243436.00;0.35;0.24;0.00;-1.00;0.00
70;0.00;15329556.00;0.38;0.24;0.00;-1.00;0.00
71;0.00;15415660.00;0.47;0.24;0.00;-1.00;0.00
72;0.00;15501800.00;0.46;0.24;0.00;-1.00;0.00
73;0.00;15587920.00;0.13;0.28;0.00;-1.00;0.00
74;0.00;15674040.00;0.25;0.28;0.00;-1.00;0.00
75;0.00;15760164.00;0.34;0.28;-0.00;-1.00;0.00
76;0.00;15846284.00;0.36;0.24;0.00;-1.00;0.00
77;0.00;15932388.00;0.31;0.24;0.00;-1.00;0.00
78;0.00;16018520.00;0.28;0.24;0.00;-1.00;0.00
79;0.00;16104628.00;0.38;0.24;0.00;-1.00;0.00
80;0.00;16190768.00;0.48;0.24;0.00;-1.00;0.00
81;0.00;16276884.00;0.45;0.24;-0.00;-1.00;0.00
82;0.00;16363032.00;0.43;0.24;0.00;-1.00;0.00
83;0.00;16449148.00;0.38;0.24;0.00;-1.00;0.00
84;0.00;16535284.00;0.39;0.24;-0.00;-1.00;0.00
85;0.00;16621416.00;0.41;0.24;-0.00;-1.01;0.00
86;0.00;16707544.00;0.41;0.24;0.00;-1.00;0.00
87;0.00;16793660.00;0.40;0.24;0.00;-1.00;0.00
88;0.00;16879800.00;0.31;0.24;-0.00;-1.00;0.00
89;0.00;16965912.00;0.22;0.24;0.00;-0.99;0.00
90;0.00;17052028.00;0.20;0.24;0.00;-1.00;0.00
91;0.00;17138184.00;0.18;0.24;0.00;-1.00;0.00
92;0.00;17224276.00;0.26;0.24;0.00;-0.99;0.00
93;0.00;17310412.00;0.58;0.24;0.00;-1.00;0.01
94;0.00;17396524.00;0.63;0.24;0.00;-0.99;0.00
95;0.00;17482656.00;0.51;0.24;0.00;-1.00;0.00
96;0.00;17568776.00;0.35;0.24;-0.00;-1.00;0.00
97;0.00;17654892.00;0.37;0.24;0.00;-1.00;0.00
98;0.00;17741020.00;0.51;0.24;0.00;-1.00;0.00
99;0.00;17827136.00;0.40;0.24;0.00;-0.99;0.00
100;0.00;17913264.00;0.43;0.24;0.00;-1.00;0.00
101;0.00;17999404.00;0.51;0.24;0.00;-0.99;0.00
102;0.00;18085528.00;0.44;0.24;-0.00;-1.00;0.00
103;0.00;18171652.00;0.25;0.24;0.00;-0.99;0.00
104;0.00;18257808.00;0.26;0.24;-0.00;-1.00;0.00
105;0.00;18343892.00;0.36;0.24;0.00;-0.99;0.00
106;0.00;18430028.00;0.28;0.24;-0.00;-1.00;0.00
107;0.00;18516144.00;0.30;0.24;0.00;-1.00;0.00
108;0.00;18602272.00;0.27;0.24;0.00;-1.00;0.00
109;0.00;18688380.00;0.35;0.24;0.00;-1.00;0.00
110;0.00;18774512.00;0.47;0.28;0.00;-1.00;0.00
111;0.00;18860632.00;0.25;0.28;0.00;-0.99;0.00
112;100.00;18946756.00;0.22;0.93;-0.06;-1.14;0.26
113;100.00;19032896.00;1.54;3.82;-0.34;-1.02;0.05
114;100.00;19119020.00;21.37;7.73;-1.38;-1.28;0.17
115;100.00;19205136.00;152.48;10.74;1.07;-0.99;0.08
116;100.00;19291272.00;381.40;11.06;-1.35;-1.06;0.01
117;100.00;19377372.00;476.49;10.74;0.23;-0.28;0.11
118;100.00;19463512.00;489.90;10.53;1.33;-1.07;0.20
119;100.00;19549632.00;489.54;10.29;-1.13;-1.10;0.27
120;100.00;19635748.00;488.17;10.05;-0.18;-0.51;0.07
121;100.00;19721880.00;486.32;9.76;1.52;-0.79;0.02
122;100.00;19807996.00;485.26;9.84;-0.89;-1.30;0.13
123;100.00;19894108.00;484.87;9.64;-0.43;-0.45;0.02
