Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.45;-0.00;-0.00;-1.04;-0.01
1;0.00;0.33;-0.00;-0.00;-1.04;-0.00
2;0.00;0.29;-0.01;-0.01;-1.04;-0.01
3;0.00;0.36;-0.01;-0.00;-1.04;-0.00
4;0.00;0.32;-0.02;-0.00;-1.04;-0.01
5;0.00;0.19;-0.02;-0.00;-1.03;-0.01
6;0.00;0.46;-0.02;-0.00;-1.04;-0.01
7;0.00;0.64;-0.03;-0.00;-1.04;-0.01
8;0.00;0.54;-0.03;-0.00;-1.04;-0.01
9;0.00;0.44;-0.04;-0.00;-1.04;-0.01
10;0.00;0.36;-0.04;-0.01;-1.04;-0.01
11;0.00;0.48;-0.04;-0.01;-1.04;-0.01
12;0.00;0.48;-0.05;-0.00;-1.04;-0.01
13;0.00;0.47;-0.05;-0.00;-1.04;-0.00
14;0.00;0.52;-0.06;-0.00;-1.04;-0.00
15;0.00;0.30;-0.06;-0.00;-1.04;-0.01
16;0.00;0.24;-0.06;-0.00;-1.03;-0.01
17;0.00;0.02;-0.07;-0.01;-1.05;-0.01
18;0.00;0.09;-0.07;-0.00;-1.04;-0.01
19;0.00;0.21;-0.07;-0.00;-1.04;-0.00
20;0.00;0.36;-0.08;-0.00;-1.03;-0.01
21;0.00;0.38;-0.08;-0.00;-1.04;-0.01
22;0.00;0.15;-0.09;-0.01;-1.04;-0.01
23;0.00;0.27;-0.09;-0.00;-1.03;-0.00
24;0.00;0.36;-0.09;-0.00;-1.04;-0.02
25;0.00;0.36;-0.10;-0.00;-1.04;-0.00
26;0.00;0.43;-0.10;-0.00;-1.04;-0.00
27;0.00;0.35;-0.11;-0.00;-1.04;-0.01
28;0.00;0.25;-0.11;-0.00;-1.03;-0.00
29;0.00;0.29;-0.11;-0.01;-1.04;-0.00
30;0.00;0.27;-0.11;-0.00;-1.04;-0.00
31;0.00;0.29;-0.11;-0.00;-1.03;-0.01
32;0.00;0.40;-0.11;-0.00;-1.04;-0.00
33;0.00;0.45;-0.11;0.00;-1.04;-0.00
34;0.00;0.59;-0.11;-0.00;-1.03;-0.01
35;0.00;0.79;-0.11;-0.00;-1.03;-0.01
36;0.00;0.89;-0.11;-0.00;-1.04;-0.01
37;0.00;0.84;-0.11;-0.01;-1.03;-0.00
38;0.00;0.77;-0.11;-0.00;-1.03;-0.00
39;0.00;0.79;-0.11;0.00;-1.03;-0.01
40;0.00;0.58;-0.11;0.00;-1.03;-0.01
41;0.00;0.44;-0.11;-0.00;-1.04;-0.01
42;0.00;0.37;-0.11;-0.01;-1.04;-0.01
43;0.00;0.06;-0.11;-0.00;-1.03;-0.01
44;0.00;0.12;-0.11;-0.00;-1.04;-0.00
45;0.00;0.17;-0.11;-0.01;-1.04;-0.00
46;0.00;0.05;-0.11;-0.00;-1.04;-0.01
47;0.00;0.20;-0.11;-0.00;-1.03;-0.01
48;0.00;0.40;-0.11;-0.00;-1.04;-0.01
49;0.00;0.26;-0.11;-0.00;-1.04;-0.00
50;0.00;0.16;-0.11;-0.01;-1.04;-0.00
51;0.00;0.25;-0.11;-0.00;-1.04;-0.01
52;0.00;0.37;-0.11;-0.00;-1.03;-0.00
53;0.00;0.25;-0.11;-0.00;-1.03;-0.00
54;0.00;0.17;-0.11;-0.01;-1.04;-0.00
55;0.00;0.44;-0.11;-0.00;-1.04;-0.00
56;0.00;0.42;-0.11;-0.01;-1.04;-0.02
57;0.00;0.12;-0.11;-0.00;-1.04;-0.01
58;0.00;0.15;-0.11;-0.00;-1.03;-0.01
59;0.00;0.13;-0.11;-0.00;-1.04;-0.01
60;0.00;0.24;-0.11;-0.00;-1.04;-0.01
61;0.00;0.26;-0.11;-0.00;-1.04;-0.01
62;0.00;0.03;-0.11;-0.00;-1.04;-0.01
63;0.00;0.10;-0.11;-0.00;-1.04;-0.00
64;0.00;0.25;-0.10;-0.00;-1.03;-0.00
65;0.00;-0.13;-0.10;-0.00;-1.02;-0.00
66;0.00;-0.09;-0.09;-0.00;-1.03;-0.01
67;0.00;0.00;-0.09;-0.00;-1.04;-0.01
68;0.00;-0.05;-0.09;0.00;-1.04;-0.00
69;0.00;-0.26;-0.08;-0.00;-1.04;-0.01
70;0.00;-0.20;-0.08;-0.00;-1.03;-0.01
71;0.00;-0.17;-0.07;-0.00;-1.04;-0.01
72;0.00;-0.25;-0.07;-0.00;-1.03;-0.00
73;0.00;0.00;-0.07;-0.01;-1.04;-0.01
74;0.00;-0.15;-0.06;-0.01;-1.04;-0.00
75;0.00;-0.18;-0.06;-0.01;-1.04;-0.01
76;0.00;-0.28;-0.05;-0.00;-1.03;-0.00
77;0.00;-0.27;-0.05;-0.00;-1.03;-0.01
78;0.00;-0.28;-0.05;-0.00;-1.04;-0.01
79;0.00;-0.36;-0.04;-0.00;-1.04;-0.00
80;0.00;-0.17;-0.04;-0.01;-1.04;-0.00
81;0.00;-0.28;-0.03;-0.01;-1.04;-0.00
82;0.00;-0.34;-0.03;-0.00;-1.04;-0.01
83;0.00;-0.36;-0.03;-0.01;-1.04;-0.01
84;0.00;-0.38;-0.02;-0.00;-1.03;-0.00
85;0.00;-0.32;-0.02;-0.00;-1.04;-0.01
86;0.00;-0.33;-0.01;-0.00;-1.03;-0.01
87;0.00;-0.42;-0.01;-0.01;-1.04;-0.01
88;0.00;-0.29;-0.01;-0.00;-1.04;-0.00
89;0.00;-0.31;-0.00;-0.00;-1.04;-0.00
90;0.00;-0.30;-0.00;-0.01;-1.04;-0.01
91;0.00;-0.20;-0.00;-0.01;-1.04;-0.01
92;0.00;-0.39;0.00;-0.00;-1.04;-0.00
93;0.00;-0.46;0.00;-0.00;-1.03;-0.01
94;0.00;-0.45;0.00;-0.01;-1.04;-0.01
95;0.00;-0.36;0.00;-0.00;-1.04;-0.01
96;0.00;-0.39;0.00;-0.00;-1.04;-0.00
97;0.00;-0.43;0.00;-0.00;-1.04;-0.01
98;0.00;-0.47;0.00;-0.00;-1.04;-0.01
99;0.00;-0.48;0.01;-0.01;-1.04;-0.01
100;0.00;-0.44;0.01;-0.01;-1.04;-0.00
101;0.00;-0.34;0.01;-0.00;-1.04;-0.00
102;0.00;-0.21;0.01;-0.00;-1.03;-0.01
103;0.00;-0.16;0.01;-0.01;-1.04;-0.00
104;0.00;-0.27;0.01;-0.00;-1.04;-0.01
105;0.00;-0.41;0.01;-0.00;-1.03;-0.01
106;0.00;-0.52;0.01;-0.00;-1.04;-0.00
107;0.00;-0.48;0.01;-0.01;-1.04;-0.01
108;0.00;-0.53;0.01;-0.00;-1.03;-0.01
109;0.00;-0.49;0.01;-0.00;-1.04;-0.01
110;0.00;-0.45;0.01;-0.00;-1.04;-0.01
111;0.00;-0.42;0.01;-0.00;-1.04;-0.01
112;0.00;-0.44;0.01;-0.00;-1.04;-0.01
113;1.00;-0.48;0.01;-0.00;-1.04;-0.01
114;2.00;-0.39;0.01;-0.01;-1.04;-0.01
115;3.00;-0.37;0.01;-0.01;-1.04;-0.01
116;4.00;-0.25;0.01;-0.00;-1.03;-0.00
117;5.00;-0.23;0.01;-0.00;-1.04;-0.01
118;6.00;-0.52;0.01;-0.01;-1.05;-0.01
119;7.00;-0.45;0.01;-0.01;-1.04;-0.01
120;8.00;-0.63;0.01;-0.00;-1.03;-0.00
121;9.00;-0.63;0.01;-0.00;-1.03;-0.00
